PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Single Family Residential,Suring,WI,54174,146900,3.0,4.0,1642.0,21780.0,1980.0,1,89.0,241.0,N,Y,45.019323,-88.216963
Single Family Residential,Stoughton,WI,53589,224900,3.0,1.5,1587.0,13068.0,1975.0,1,142.0,241.0,N,Y,42.9305605,-89.2268552
Single Family Residential,Wausau,WI,54401,254000,3.0,2.0,1632.0,47916.0,2019.0,1,156.0,241.0,N,Y,44.9227619,-89.6634805
Single Family Residential,Wausau,WI,54401,279000,4.0,3.0,2408.0,24829.0,2019.0,1,116.0,241.0,N,Y,44.922371000000005,-89.663923
Single Family Residential,Hales Corners,WI,53130,254999,3.0,2.0,1384.0,6098.0,1927.0,1,184.0,241.0,N,Y,42.9385369,-88.053034
Single Family Residential,Kiel,WI,53042,139900,4.0,1.0,1976.0,104979.0,1900.0,1,71.0,241.0,N,Y,43.894409,-87.999778
Single Family Residential,Franklin,WI,53132,549900,6.0,3.5,3762.0,23522.0,2000.0,1,146.0,241.0,N,Y,42.8817896,-87.9727958
Vacant Land,Nekoosa,WI,54457,179900,3.0,2.0,1712.0,24829.0,1980.0,1,270.0,55.0,N,Y,44.2082848,-89.8441182
Single Family Residential,Wausau,WI,54401,284000,3.0,2.0,1671.0,45738.0,2019.0,1,170.0,241.0,N,Y,44.9221572,-89.6629078
Single Family Residential,Reedsburg,WI,53959,120000,5.0,2.5,2682.0,10454.0,1932.0,1,45.0,241.0,N,Y,43.536564500000004,-90.0043898
Single Family Residential,Elkhorn,WI,53121,189900,3.0,1.5,1736.0,16117.0,1963.0,1,109.0,241.0,N,Y,42.673181799999995,-88.5516677
Multi-Family (2-4 Unit),Milwaukee,WI,53228,269900,5.0,2.0,2191.0,7405.0,1968.0,1,123.0,241.0,N,Y,42.9743834,-88.02541740000001
Single Family Residential,Las Vegas,NV,89166,292900,3.0,2.25,1985.0,3049.0,2015.0,1,148.0,110.0,N,Y,36.3046324,-115.3265624
Single Family Residential,Las Vegas,NV,89130,319900,3.0,2.0,1790.0,7405.0,1995.0,3,179.0,22.0,N,Y,36.2594851,-115.2286301
Single Family Residential,Las Vegas,NV,89117,389900,3.0,2.25,1993.0,4356.0,1992.0,4,196.0,83.0,N,Y,36.1495489,-115.3063303
Single Family Residential,Las Vegas,NV,89102,249900,4.0,2.0,1392.0,6098.0,1962.0,4,180.0,80.0,N,Y,36.1438409,-115.1857432
Townhouse,Las Vegas,NV,89149,275000,3.0,3.0,2005.0,3049.0,2007.0,4,137.0,65.0,N,Y,36.305521,-115.299979
Single Family Residential,Las Vegas,NV,89128,429000,5.0,3.0,2294.0,4792.0,1996.0,12,187.0,25.0,N,Y,36.1930221,-115.2639171
Single Family Residential,Las Vegas,NV,89183,295000,3.0,2.5,1831.0,6098.0,2002.0,18,161.0,80.0,N,Y,36.0063393,-115.1240426
Single Family Residential,Las Vegas,NV,89128,484900,5.0,3.5,3342.0,5663.0,1994.0,19,145.0,80.0,N,Y,36.2076203,-115.2773223
Single Family Residential,Las Vegas,NV,89108,279900,4.0,2.5,1636.0,8712.0,1983.0,25,171.0,80.0,N,Y,36.1933933,-115.2138103
Townhouse,Las Vegas,NV,89183,230000,2.0,2.0,1189.0,1307.0,2012.0,25,193.0,140.0,N,Y,36.00623239999999,-115.12003020000002
Single Family Residential,Las Vegas,NV,89031,285000,3.0,2.25,1753.0,3049.0,2000.0,33,163.0,55.0,N,Y,36.2568339,-115.2056127
Single Family Residential,Las Vegas,NV,89129,430000,4.0,2.0,2604.0,8276.0,1998.0,38,165.0,16.0,N,Y,36.2318557,-115.2832492
Single Family Residential,Las Vegas,NV,89129,267500,3.0,2.25,1621.0,2178.0,1996.0,59,165.0,160.0,N,Y,36.2197424,-115.28688390000002
Single Family Residential,Las Vegas,NV,89166,425000,4.0,3.25,2563.0,4792.0,2013.0,68,166.0,49.0,N,Y,36.29091920000001,-115.3284606
Single Family Residential,Las Vegas,NV,89123,374900,4.0,3.5,2528.0,4792.0,2004.0,85,148.0,15.0,N,Y,36.0210855,-115.1500769
Single Family Residential,Las Vegas,NV,89121,544900,5.0,3.5,4496.0,12197.0,2006.0,185,121.0,50.0,N,Y,36.1186636,-115.0940682
Single Family Residential,Las Vegas,NV,89139,275000,4.0,2.5,1746.0,2614.0,2004.0,1,158.0,47.0,N,Y,36.0544879,-115.2161259
Single Family Residential,Las Vegas,NV,89120,339900,4.0,2.75,2128.0,7405.0,1979.0,1,160.0,80.0,N,Y,36.0932366,-115.08350459999998
Single Family Residential,Las Vegas,NV,89101,239999,3.0,1.75,1470.0,6098.0,1976.0,1,163.0,80.0,N,Y,36.1671974,-115.12168
Single Family Residential,Las Vegas,NV,89139,298000,3.0,2.5,1657.0,3920.0,2013.0,1,180.0,46.0,N,Y,36.0480831,-115.2070485
Single Family Residential,Las Vegas,NV,89134,559000,3.0,2.75,2462.0,8276.0,1997.0,1,227.0,122.0,N,Y,36.2075666,-115.32584479999998
Single Family Residential,Las Vegas,NV,89141,315000,3.0,2.5,1930.0,4356.0,2001.0,1,163.0,45.0,N,Y,35.98767120000001,-115.2171216
Single Family Residential,Las Vegas,NV,89122,309900,4.0,3.0,2011.0,9148.0,1997.0,1,154.0,122.0,N,Y,36.10063220000001,-115.0361499
Condo/Co-op,Las Vegas,NV,89123,239000,2.0,2.0,1243.0,5227.0,2006.0,1,192.0,278.0,N,Y,36.0216035,-115.1694855
Single Family Residential,Las Vegas,NV,89143,549900,4.0,2.5,3200.0,9583.0,2016.0,1,172.0,108.0,N,Y,36.3219558,-115.2887129
Single Family Residential,Las Vegas,NV,89108,350000,5.0,2.0,2132.0,9148.0,1984.0,1,164.0,80.0,N,Y,36.2348729,-115.2408097
Single Family Residential,Las Vegas,NV,89106,199999,4.0,1.75,1292.0,7405.0,1960.0,1,155.0,80.0,N,Y,36.1953449,-115.1490578
Single Family Residential,Las Vegas,NV,89031,315000,4.0,2.0,1774.0,6098.0,2008.0,1,178.0,39.0,N,Y,36.2636462,-115.2062148
Single Family Residential,Las Vegas,NV,89108,285000,4.0,2.5,1951.0,4792.0,1984.0,1,146.0,80.0,N,Y,36.2400505,-115.2425926
Condo/Co-op,Las Vegas,NV,89117,169900,2.0,2.0,1072.0,5227.0,1993.0,1,158.0,218.0,N,Y,36.126988,-115.28999
Condo/Co-op,Las Vegas,NV,89128,129500,1.0,1.0,825.0,825.0,1996.0,1,157.0,180.0,N,Y,36.1836993,-115.25957379999998
Single Family Residential,Las Vegas,NV,89139,275000,4.0,2.5,1533.0,1742.0,2005.0,1,179.0,51.0,N,Y,36.0537909,-115.2353915
Single Family Residential,Las Vegas,NV,89147,315000,4.0,2.0,1654.0,5227.0,2001.0,1,190.0,89.0,N,Y,36.1020969,-115.3068396
Condo/Co-op,Las Vegas,NV,89109,725000,2.0,2.75,1394.0,5227.0,2006.0,1,520.0,2040.0,N,Y,36.1074401,-115.1666323
Single Family Residential,Las Vegas,NV,89130,370000,3.0,2.0,2349.0,8276.0,1996.0,1,158.0,184.0,N,Y,36.2561151,-115.2113788
Single Family Residential,Las Vegas,NV,89122,259900,4.0,2.5,1603.0,2614.0,2019.0,1,162.0,80.0,N,Y,36.096122,-115.036892
Condo/Co-op,Las Vegas,NV,89183,139900,1.0,1.0,705.0,705.0,1999.0,1,198.0,148.0,N,Y,36.0106114,-115.15069479999998
Condo/Co-op,Las Vegas,NV,89109,249888,0.0,1.0,533.0,5227.0,2006.0,1,469.0,499.0,N,Y,36.129563,-115.172635
Single Family Residential,Las Vegas,NV,89122,236900,3.0,2.5,1414.0,2614.0,2019.0,1,168.0,80.0,N,Y,36.095294,-115.035595
Single Family Residential,Las Vegas,NV,89122,299921,4.0,2.5,1955.0,3049.0,2014.0,1,153.0,70.0,N,Y,36.0859719,-115.0236382
Condo/Co-op,Las Vegas,NV,89109,339000,1.0,1.0,814.0,5227.0,2006.0,1,416.0,648.0,N,Y,36.1409467,-115.1523004
Condo/Co-op,Las Vegas,NV,89145,150000,2.0,1.75,1108.0,5227.0,1994.0,1,135.0,178.0,N,Y,36.1651219,-115.2762236
Single Family Residential,Las Vegas,NV,89108,202950,2.0,3.0,1027.0,3485.0,1984.0,1,198.0,80.0,N,Y,36.1938533,-115.20343590000002
Townhouse,Las Vegas,NV,89128,144500,3.0,2.5,1448.0,5227.0,1981.0,1,100.0,273.0,N,Y,36.0916701,-115.0740275
Single Family Residential,Las Vegas,NV,89107,245000,3.0,1.75,1350.0,6534.0,1964.0,1,181.0,80.0,N,Y,36.1783859,-115.22756499999998
Single Family Residential,Las Vegas,NV,89145,529000,3.0,2.5,2332.0,15682.0,1996.0,1,227.0,80.0,N,Y,36.1644631,-115.28482350000002
Single Family Residential,Las Vegas,NV,89148,942800,4.0,2.75,4286.0,11761.0,1998.0,1,220.0,390.0,N,Y,36.098758200000006,-115.2811192
Single Family Residential,Las Vegas,NV,89128,279000,3.0,2.0,1521.0,5227.0,1986.0,1,183.0,80.0,N,Y,36.2024998,-115.2510902
Single Family Residential,Las Vegas,NV,89012,350000,3.0,2.5,2085.0,3485.0,2013.0,1,168.0,60.0,N,Y,36.0718076,-115.3143863
Single Family Residential,Las Vegas,NV,89143,595000,6.0,4.25,4964.0,10019.0,2001.0,1,120.0,108.0,N,Y,36.3246936,-115.2902871
Condo/Co-op,Las Vegas,NV,89108,95000,1.0,1.0,649.0,5227.0,2004.0,1,146.0,190.0,N,Y,36.1962749,-115.1939256
Condo/Co-op,Las Vegas,NV,89106,55000,2.0,1.0,776.0,375.0,1975.0,1,71.0,115.0,N,Y,36.1790691,-115.163865
Single Family Residential,Las Vegas,NV,89134,625000,2.0,2.5,2462.0,7405.0,1997.0,1,254.0,122.0,N,Y,36.2068735,-115.3163308
Single Family Residential,Las Vegas,NV,89106,203000,3.0,2.0,1096.0,3485.0,1997.0,1,185.0,70.0,N,Y,36.1916136,-115.1719404
Single Family Residential,Las Vegas,NV,89139,335000,4.0,2.5,2310.0,3485.0,2005.0,1,145.0,19.0,N,Y,36.034435,-115.2302973
Single Family Residential,Las Vegas,NV,89115,200000,4.0,2.5,1386.0,2178.0,2007.0,1,144.0,49.0,N,Y,36.1948866,-115.0936512
Condo/Co-op,Las Vegas,NV,89117,158500,2.0,1.75,998.0,5227.0,1990.0,1,159.0,175.0,N,Y,36.160362,-115.2809868
Single Family Residential,Las Vegas,NV,89129,409000,3.0,2.75,2118.0,6970.0,2001.0,1,193.0,24.0,N,Y,36.2259185,-115.3172567
Vacant Land,Las Vegas,NV,89110,225000,0.0,2.0,1712.0,16553.0,,1,,80.0,N,Y,36.1597227,-115.0404308
Single Family Residential,Las Vegas,NV,89149,564990,4.0,3.5,2628.0,9269.0,2018.0,1,215.0,55.0,N,Y,36.2765537,-115.317751
Single Family Residential,Las Vegas,NV,89135,520000,4.0,4.0,2901.0,4356.0,2005.0,1,179.0,230.0,N,Y,36.1473809,-115.340451
Single Family Residential,Las Vegas,NV,89113,457000,4.0,3.0,2883.0,6098.0,2016.0,1,159.0,63.0,N,Y,36.07329160000001,-115.266927
Single Family Residential,Las Vegas,NV,89106,135000,4.0,1.75,1338.0,5663.0,1959.0,1,101.0,80.0,N,Y,36.1926891,-115.1515129
Townhouse,Las Vegas,NV,89113,525000,2.0,2.5,2162.0,4356.0,1990.0,1,243.0,305.0,N,Y,36.095227,-115.268786
Single Family Residential,Las Vegas,NV,89139,277000,4.0,3.25,1533.0,1742.0,2005.0,1,181.0,59.0,N,Y,36.0553756,-115.2371976
Single Family Residential,Las Vegas,NV,89141,550674,3.0,2.25,2609.0,5227.0,2019.0,1,211.0,83.0,N,Y,35.9551917,-115.1851854
Single Family Residential,Las Vegas,NV,89147,310000,3.0,2.0,1310.0,6970.0,2000.0,1,237.0,230.0,N,Y,36.1119014,-115.2901251
Single Family Residential,Las Vegas,NV,89141,369990,3.0,2.0,1670.0,4199.0,2018.0,1,222.0,87.0,N,Y,35.9669,-115.186
Single Family Residential,Las Vegas,NV,89141,320000,3.0,2.0,1536.0,4792.0,2001.0,1,208.0,65.0,N,Y,35.9920218,-115.2088084
Single Family Residential,Las Vegas,NV,89144,285000,2.0,2.5,1321.0,3485.0,2001.0,1,216.0,116.0,N,Y,36.1654719,-115.3245254
Single Family Residential,Las Vegas,NV,89142,270000,3.0,2.0,1780.0,6970.0,1995.0,1,152.0,80.0,N,Y,36.1524933,-115.0350841
Single Family Residential,North Las Vegas,NV,89130,295000,3.0,2.5,1842.0,5227.0,2000.0,1,160.0,23.0,N,Y,36.2732313,-115.212143
Single Family Residential,Las Vegas,NV,89129,385000,5.0,2.75,3023.0,5663.0,2003.0,1,127.0,28.0,N,Y,36.23428060000001,-115.2556283
Single Family Residential,Las Vegas,NV,89110,269900,3.0,2.75,1623.0,4356.0,1983.0,1,166.0,80.0,N,Y,36.1599806,-115.0554262
Condo/Co-op,Las Vegas,NV,89123,169000,2.0,2.0,1089.0,5227.0,1997.0,1,155.0,195.0,N,Y,36.0149576,-115.1204926
Single Family Residential,Las Vegas,NV,89179,275000,3.0,2.5,1490.0,2178.0,2012.0,1,185.0,47.0,N,Y,35.996997,-115.2605368
Single Family Residential,Las Vegas,NV,89179,359595,3.0,3.0,2174.0,3275.0,2018.0,1,165.0,53.0,N,Y,35.99304799999999,-115.256825
Condo/Co-op,Las Vegas,NV,89117,176500,3.0,2.0,1183.0,5227.0,1991.0,1,149.0,265.0,N,Y,36.1479184,-115.2964506
Single Family Residential,Las Vegas,NV,89110,185000,4.0,2.0,1296.0,6098.0,1964.0,1,143.0,80.0,N,Y,36.1631957,-115.0781301
Single Family Residential,Las Vegas,NV,89128,305000,4.0,3.0,1944.0,4356.0,1994.0,1,157.0,80.0,N,Y,36.1819782,-115.2524331
Single Family Residential,Las Vegas,NV,89103,293000,3.0,1.75,1512.0,6534.0,1976.0,1,194.0,80.0,N,Y,36.1248811,-115.2318256
Multi-Family (2-4 Unit),Las Vegas,NV,89121,289999,8.0,2.0,3672.0,2178.0,1984.0,1,79.0,668.0,N,Y,36.1380247,-115.0755818
Townhouse,Las Vegas,NV,89122,210000,3.0,2.5,1468.0,871.0,2007.0,1,143.0,45.0,N,Y,36.1024856,-115.0520935
Single Family Residential,Las Vegas,NV,89106,99500,2.0,1.0,658.0,5227.0,1956.0,1,151.0,80.0,N,Y,36.200026,-115.158061
Single Family Residential,Las Vegas,NV,89122,199000,4.0,2.0,1294.0,6970.0,1979.0,1,154.0,80.0,N,Y,36.0919714,-115.0596891
Single Family Residential,Las Vegas,NV,89113,209888,3.0,2.5,1567.0,4356.0,1995.0,1,134.0,80.0,N,Y,36.1684935,-115.2684087
Condo/Co-op,Las Vegas,NV,89134,259900,3.0,2.0,1299.0,5227.0,2002.0,1,200.0,150.0,N,Y,36.193012,-115.312448
Condo/Co-op,Las Vegas,NV,89117,189900,3.0,1.75,1234.0,3600.0,1990.0,1,154.0,220.0,N,Y,36.1406034,-115.2807477
Single Family Residential,Las Vegas,NV,89129,330000,3.0,2.5,2264.0,4356.0,1995.0,1,146.0,8.0,N,Y,36.2300146,-115.2666491
Single Family Residential,Las Vegas,NV,89106,224999,4.0,2.0,1324.0,6098.0,1957.0,1,170.0,80.0,N,Y,36.1817655,-115.17421000000002
Single Family Residential,Las Vegas,NV,89108,212900,3.0,1.75,1265.0,4792.0,1984.0,1,168.0,80.0,N,Y,36.2394414,-115.2438892
Single Family Residential,Las Vegas,NV,89149,329500,4.0,2.5,2037.0,4356.0,2016.0,1,162.0,99.0,N,Y,36.2817076,-115.2930308
Townhouse,Las Vegas,NV,89121,195000,3.0,2.75,1580.0,4290.0,1984.0,1,123.0,200.0,N,Y,36.12691270000001,-115.1049998
Single Family Residential,Las Vegas,NV,89108,239000,3.0,2.0,1182.0,6534.0,1987.0,1,202.0,17.0,N,Y,36.2327562,-115.2410412
Single Family Residential,Las Vegas,NV,89149,350000,3.0,2.0,2298.0,7841.0,1998.0,1,152.0,45.0,N,Y,36.259354,-115.2680383
Condo/Co-op,Las Vegas,NV,89183,205000,3.0,2.0,1188.0,1188.0,2002.0,1,173.0,165.0,N,Y,36.0041792,-115.1378878
Single Family Residential,Las Vegas,NV,89143,389900,5.0,3.0,3046.0,4792.0,2004.0,1,128.0,48.0,N,Y,36.3198309,-115.2920697
Single Family Residential,Las Vegas,NV,89166,525000,3.0,3.5,2416.0,6970.0,2016.0,1,217.0,57.0,N,Y,36.2949466,-115.3308217
Single Family Residential,Las Vegas,NV,89107,227000,3.0,1.75,1180.0,6534.0,1962.0,1,192.0,80.0,N,Y,36.1685693,-115.2251799
Single Family Residential,Las Vegas,NV,89134,449900,3.0,2.0,2210.0,7841.0,1993.0,1,204.0,80.0,N,Y,36.21493529999999,-115.2949173
Condo/Co-op,Las Vegas,NV,89134,389000,2.0,2.5,2128.0,5227.0,2000.0,1,183.0,375.0,N,Y,36.1872224,-115.3020107
Single Family Residential,Las Vegas,NV,89179,325000,4.0,3.0,2043.0,2614.0,2017.0,1,159.0,90.0,N,Y,35.990521,-115.246128
Single Family Residential,Las Vegas,NV,89178,305988,3.0,3.0,1879.0,1742.0,2010.0,1,163.0,73.0,N,Y,36.0179795,-115.2971744
Townhouse,Las Vegas,NV,89148,245000,4.0,2.5,1453.0,2614.0,2005.0,1,169.0,45.0,N,Y,36.072839,-115.307707
Single Family Residential,Las Vegas,NV,89123,310000,3.0,2.5,2267.0,4356.0,2006.0,1,137.0,76.0,N,Y,36.03574920000001,-115.1533426
Condo/Co-op,Las Vegas,NV,89119,145000,2.0,2.0,1097.0,1097.0,1973.0,1,132.0,265.0,N,Y,36.1059727,-115.1331919
Townhouse,Las Vegas,NV,89115,163000,3.0,2.0,1326.0,3485.0,1982.0,1,123.0,80.0,N,Y,36.232013,-115.0784502
Townhouse,Las Vegas,NV,89149,219995,3.0,2.5,1548.0,5227.0,2004.0,1,142.0,161.0,N,Y,36.3027123,-115.3007524
Single Family Residential,Las Vegas,NV,89156,455000,4.0,3.0,3012.0,21780.0,1988.0,1,151.0,80.0,N,Y,36.1932086,-115.0331147
Single Family Residential,Las Vegas,NV,89113,1599800,5.0,5.25,6283.0,16553.0,1988.0,1,255.0,155.0,N,Y,36.0931877,-115.2453711
Single Family Residential,Las Vegas,NV,89178,294500,3.0,2.5,1668.0,3049.0,2009.0,1,177.0,24.0,N,Y,36.0059571,-115.2975796
Single Family Residential,Las Vegas,NV,89156,299900,3.0,2.5,1930.0,10019.0,2004.0,1,155.0,80.0,N,Y,36.190572,-115.026465
Single Family Residential,Las Vegas,NV,89183,304000,3.0,2.5,1639.0,4792.0,2001.0,1,185.0,80.0,N,Y,36.007425,-115.1302503
Single Family Residential,Las Vegas,NV,89119,374900,3.0,2.5,2714.0,8712.0,1978.0,1,138.0,80.0,N,Y,36.11736679999999,-115.1275171
Single Family Residential,Las Vegas,NV,89128,599900,3.0,3.25,3637.0,8712.0,1993.0,1,165.0,140.0,N,Y,36.2045467,-115.2694506
Single Family Residential,Las Vegas,NV,89101,277377,5.0,2.5,2582.0,6098.0,1956.0,1,107.0,80.0,N,Y,36.1768939,-115.1194795
Single Family Residential,Las Vegas,NV,89122,353000,2.0,2.0,2222.0,7405.0,1997.0,1,159.0,45.0,N,Y,36.1195136,-115.0546153
Condo/Co-op,Las Vegas,NV,89128,165000,2.0,2.0,1136.0,5227.0,1991.0,1,145.0,155.0,N,Y,36.18514370000001,-115.2688719
Townhouse,Las Vegas,NV,89129,229000,3.0,2.5,1524.0,1742.0,1999.0,1,150.0,70.0,N,Y,36.22450300000001,-115.278463
Single Family Residential,Las Vegas,NV,89178,273900,3.0,2.5,1448.0,2178.0,2008.0,1,189.0,81.0,N,Y,36.0104,-115.294004
Single Family Residential,Las Vegas,NV,89141,600000,6.0,4.0,5026.0,10019.0,2005.0,1,119.0,104.0,N,Y,35.9862691,-115.19125490000002
Single Family Residential,Las Vegas,NV,89130,384999,4.0,3.0,3453.0,6970.0,2003.0,1,111.0,80.0,N,Y,36.2676693,-115.2073032
Single Family Residential,Las Vegas,NV,89131,290000,3.0,2.0,1564.0,4356.0,2004.0,1,185.0,39.0,N,Y,36.31251810000001,-115.2110778
Single Family Residential,Las Vegas,NV,89107,299000,4.0,2.0,2360.0,6534.0,1960.0,1,127.0,80.0,N,Y,36.1665122,-115.2186731
Condo/Co-op,Las Vegas,NV,89145,158800,2.0,2.0,995.0,5227.0,1992.0,1,160.0,80.0,N,Y,36.1773377,-115.2518341
Single Family Residential,Las Vegas,NV,89178,410000,4.0,3.0,2156.0,5663.0,2016.0,1,190.0,49.0,N,Y,36.0304845,-115.3150645
Single Family Residential,Las Vegas,NV,89135,646000,5.0,2.75,3723.0,6970.0,2001.0,1,174.0,46.0,N,Y,36.1241977,-115.3237846
Single Family Residential,North Las Vegas,NV,89115,235000,3.0,2.25,1515.0,3920.0,1999.0,1,155.0,80.0,N,Y,36.229396,-115.0836436
Single Family Residential,Las Vegas,NV,89138,675000,4.0,3.5,3189.0,9148.0,2014.0,1,212.0,68.0,N,Y,36.1650338,-115.3651017
Single Family Residential,Las Vegas,NV,89113,265000,3.0,2.0,1282.0,5227.0,2001.0,1,207.0,43.0,N,Y,36.0816858,-115.2738264
Single Family Residential,Las Vegas,NV,89166,314888,4.0,2.75,2027.0,3049.0,2010.0,1,155.0,55.0,N,Y,36.2970916,-115.3322105
Single Family Residential,Las Vegas,NV,89145,399900,3.0,2.5,2535.0,3049.0,2006.0,1,158.0,235.0,N,Y,36.1684849,-115.2975175
Condo/Co-op,Las Vegas,NV,89117,155000,2.0,2.0,882.0,5227.0,1990.0,1,176.0,218.0,N,Y,36.1276169,-115.2918092
Single Family Residential,Las Vegas,NV,89117,925000,5.0,4.0,4939.0,20909.0,2001.0,1,187.0,40.0,N,Y,36.1521573,-115.2702841
Single Family Residential,Las Vegas,NV,89123,309900,4.0,2.0,1728.0,6098.0,1999.0,1,179.0,13.0,N,Y,36.0279961,-115.151235
Single Family Residential,North Las Vegas,NV,89032,180000,3.0,2.0,1269.0,6534.0,1964.0,1,142.0,80.0,N,Y,36.1984498,-115.1655483
Single Family Residential,Las Vegas,NV,89178,460000,5.0,3.0,3132.0,6098.0,2008.0,1,147.0,25.0,N,Y,36.01037020000001,-115.2818369
Single Family Residential,Las Vegas,NV,89169,399888,4.0,2.0,2560.0,14810.0,1964.0,1,156.0,80.0,N,Y,36.124288,-115.1317095
Condo/Co-op,Las Vegas,NV,89128,203000,3.0,1.75,1309.0,2178.0,1995.0,1,155.0,205.0,N,Y,36.1877286,-115.2702807
Single Family Residential,Las Vegas,NV,89128,249700,3.0,2.0,1378.0,4792.0,1993.0,1,181.0,80.0,N,Y,36.18157520000001,-115.2529888
Single Family Residential,Las Vegas,NV,89108,224900,2.0,2.0,1113.0,3920.0,1994.0,1,202.0,80.0,N,Y,36.1930464,-115.2374754
Single Family Residential,Las Vegas,NV,89183,298000,4.0,2.0,1831.0,3485.0,2001.0,1,163.0,80.0,N,Y,36.00901920000001,-115.1227455
Vacant Land,Las Vegas,NV,89131,189000,0.0,2.0,1712.0,20038.0,,1,,150.0,N,Y,36.3193554,-115.2305457
Single Family Residential,Las Vegas,NV,89121,259999,3.0,1.75,1180.0,6970.0,1972.0,1,220.0,80.0,N,Y,36.10663020000001,-115.0860992
Single Family Residential,Las Vegas,NV,89166,259900,2.0,1.75,1632.0,2178.0,2011.0,1,159.0,65.0,N,Y,36.2982474,-115.3163771
Townhouse,Las Vegas,NV,89123,90000,2.0,1.0,736.0,736.0,1966.0,1,122.0,193.0,N,Y,36.0206838,-115.1711975
Single Family Residential,Las Vegas,NV,89131,599980,4.0,3.0,3032.0,18731.0,2013.0,1,198.0,115.0,N,Y,36.28648610000001,-115.2316635
Single Family Residential,Las Vegas,NV,89130,299000,3.0,2.0,1200.0,6534.0,1993.0,1,249.0,80.0,N,Y,36.25416420000001,-115.2316403
Single Family Residential,Las Vegas,NV,89138,924999,4.0,3.5,3096.0,8712.0,2016.0,1,299.0,84.0,N,Y,36.1809518,-115.3616993
Single Family Residential,Las Vegas,NV,89118,279900,3.0,2.5,1602.0,3920.0,2002.0,1,175.0,13.0,N,Y,36.0889736,-115.2154775
Single Family Residential,Las Vegas,NV,89102,399900,4.0,3.0,2028.0,11761.0,1963.0,1,197.0,80.0,N,Y,36.1518865,-115.1736079
Condo/Co-op,Las Vegas,NV,89108,118900,1.0,1.0,704.0,5227.0,1989.0,1,169.0,175.0,N,Y,36.2180595,-115.2754962
Single Family Residential,Las Vegas,NV,89178,429900,4.0,2.75,2913.0,5227.0,2014.0,1,148.0,87.0,N,Y,35.9987989,-115.2824852
Single Family Residential,Las Vegas,NV,89131,269999,3.0,2.5,1669.0,3920.0,2004.0,1,162.0,75.0,N,Y,36.3064227,-115.2496546
Single Family Residential,Las Vegas,NV,89121,285000,4.0,2.0,1776.0,7405.0,1971.0,1,160.0,80.0,N,Y,36.1228076,-115.0952033
Single Family Residential,Las Vegas,NV,89145,729000,4.0,2.5,2917.0,8276.0,1998.0,1,250.0,354.0,N,Y,36.1613816,-115.31253429999998
Single Family Residential,Las Vegas,NV,89145,275000,3.0,1.75,1633.0,8276.0,1969.0,1,168.0,80.0,N,Y,36.1674453,-115.249562
Single Family Residential,Las Vegas,NV,89166,468000,4.0,3.5,3403.0,6534.0,2014.0,1,138.0,50.0,N,Y,36.2940708,-115.3157289
Single Family Residential,Las Vegas,NV,89131,308000,3.0,2.0,1710.0,10454.0,2001.0,1,180.0,75.0,N,Y,36.2949189,-115.21700590000002
Single Family Residential,Las Vegas,NV,89131,563900,5.0,3.5,3710.0,7405.0,2001.0,1,152.0,80.0,N,Y,36.308055,-115.261787
Townhouse,Las Vegas,NV,89102,255000,3.0,2.5,1580.0,2480.0,1965.0,1,161.0,190.0,N,Y,36.1471,-115.183127
Single Family Residential,Las Vegas,NV,89166,388500,4.0,3.0,2292.0,4356.0,2014.0,1,170.0,60.0,N,Y,36.297561,-115.32767350000002
Single Family Residential,Las Vegas,NV,89147,280000,3.0,2.0,1290.0,4356.0,1998.0,1,217.0,80.0,N,Y,36.1203472,-115.29605159999998
Condo/Co-op,Las Vegas,NV,89120,169900,3.0,2.0,1190.0,1849.0,1996.0,1,143.0,166.0,N,Y,36.0965372,-115.1077122
Condo/Co-op,Las Vegas,NV,89107,98000,1.0,1.0,660.0,5227.0,1989.0,1,148.0,198.0,N,Y,36.1709374,-115.2126594
Single Family Residential,Las Vegas,NV,89117,289888,2.0,2.0,1592.0,5227.0,1996.0,1,182.0,80.0,N,Y,36.1271412,-115.2973018
Single Family Residential,Las Vegas,NV,89123,375000,5.0,3.0,2428.0,5227.0,2002.0,1,154.0,15.0,N,Y,36.0246544,-115.1525552
Single Family Residential,North Las Vegas,NV,89032,288000,3.0,2.0,1598.0,6534.0,1994.0,1,180.0,80.0,N,Y,36.2270672,-115.2060759
Condo/Co-op,Las Vegas,NV,89113,159990,1.0,1.0,743.0,743.0,2003.0,1,215.0,174.0,N,Y,36.0586595,-115.2819244
Single Family Residential,Las Vegas,NV,89147,300000,3.0,2.0,1461.0,4792.0,1998.0,1,205.0,80.0,N,Y,36.121075,-115.30058909999998
Single Family Residential,Las Vegas,NV,89108,274900,3.0,1.75,1446.0,6534.0,1983.0,1,190.0,80.0,N,Y,36.20411970000001,-115.2286764
Single Family Residential,Las Vegas,NV,89107,279900,4.0,1.75,1645.0,6534.0,1963.0,1,170.0,80.0,N,Y,36.17601989999999,-115.1838905
